"as_of_date","centre_name","country","locality","is_service_facility","is_genome_centre","location","number_sequencers","number_454","number_ga2","number_hiseq","number_miseq","number_ion_torrent","number_solid","number_pacbio"
"2013-07-19","DiagCor Bioscience Inc. Ltd","Hong Kong","Hong Kong, Hong Kong","True","False","22.3207407417,114.206228256","1","0","0","0","1","0","0","0"
"2013-07-19","Diamantina Institute","Australia","QLD, Australia","False","False","-27.4986504401,153.032748699","6","0","0","4","2","0","0","0"
"2013-07-19","DKFZ","Germany","Baden-Württemberg, Germany","True","False","49.421457,8.675187","14","1","0","11","2","0","0","0"
"2013-07-19","DMAC","Denmark","Hovedstaden, Denmark","True","None","55.7874329359,12.5189423561","1","0","0","0","0","0","1","0"
"2013-07-19","DNA Core Facility, University of Missouri","United States","Columbia, MO, United States","True","False","38.942938482,-92.323114872","2","0","1","1","0","0","0","0"
"2013-07-19","DNA LandMarks Inc","Canada","QC, Canada","True","None","45.303791599,-73.2509672642","1","0","1","0","0","0","0","0"
"2013-07-19","DNA Link","South Korea","12F, Asan Institute for Life Sciences 1, 88 Olympic-Ro 43-Gil, Songpa-Gu, Seoul, South Korea","None","None","37.5256348057,127.108672857","1","0","0","0","0","1","0","0"
"2013-07-19","DNA Sequencing Center","United States","UT, United States","True","True","40.2462535543,-111.651306152","1","1","0","0","0","0","0","0"
"2013-07-19","DNA Sequencing Laboratory oligo.pl IBB PAS Roche 454 GS FLX+","Poland","Mazowieckie, Poland","True","True","52.2074751796,20.9793269634","1","1","0","0","0","0","0","0"
"2013-07-19","DNAVision SA","Belgium","Région Wallonne, Belgium","True","True","50.4730204101,4.46954727173","9","2","1","2","0","0","4","0"
"2013-07-19","DOE Joint Genome Institute","United States","CA, United States","True","True","37.931708,-122.02167","15","0","0","8","5","0","0","2"
"2013-07-19","Donnelly Sequencing Centre","Canada","ON, Canada","None","None","43.6619110573,-79.3888378143","1","0","1","0","0","0","0","0"
"2013-07-19","Donnelly Sequencing Centre","Canada","Toronto, Ontario, Canada","True","True","43.5803908556,-79.365234375","2","0","1","1","0","0","0","0"
"2013-07-19","Donnelly Sequencing Centre","Canada","Toronto, Canada","True","True","43.6600948337,-79.3927431107","3","0","1","1","0","1","0","0"
"2013-07-19","Donnelly Sequencing Centre","Canada","Toronto, Canada","True","None","43.6600754293,-79.3928879499","2","0","0","1","1","0","0","0"
"2013-07-19","DSTL","United Kingdom","Wiltshire, United Kingdom","False","False","51.135079806,-1.70142173767","1","1","0","0","0","0","0","0"
"2013-07-19","Duke Center for Human Genome Variation Genomic Analysis Facility","United States","NC, United States","False","True","36.0045866937,-78.9419817924","7","0","0","7","0","0","0","0"
"2013-07-19","Duke IGSP Genome Sequencing and Analysis Core Resource","United States","NC, United States","True","True","35.9988407839,-78.9451789856","7","1","0","2","1","1","0","1"
"2013-07-19","EcoGene","New Zealand","Auckland, New Zealand","False","False","-36.8835081413,174.848753214","1","1","0","0","0","0","0","0"
"2013-07-19","Ecole normale superieure","France","Île-de-France, France","True","True","48.8420680605,2.34356403351","1","0","0","1","0","0","0","0"
"2013-07-19","Edge Bio","United States","MD, United States","True","False","39.141444534,-77.2094249725","5","0","0","2","1","2","0","0"
"2013-07-19","EMBL","Germany","Baden-Württemberg, Germany","None","None","49.404271,8.696365","10","0","1","4","1","3","0","1"
"2013-07-19","EMBL GeneCore","Germany","Heidelberg, Germany","False","False","49.3837138034,8.71112823486","6","0","1","4","0","1","0","0"
"2013-07-19","EMBL GeneCore","Germany","Heidelberg, Germany","True","False","49.3840490518,8.71078491211","6","0","0","4","1","1","0","0"
"2013-07-19","Emory Genetics Laboratory","United States","GA, United States","True","False","33.7901866924,-84.3038678169","1","0","0","0","0","0","1","0"
"2013-07-19","Emory GRA Genome Center","United States","Atlanta, United States","True","True","33.7958217465,-84.3232226372","2","1","1","0","0","0","0","0"
"2013-07-19","EnGenCore at USC","United States","SC, United States","True","True","33.9971733558,-81.0344696045","2","1","0","0","0","0","0","1"
"2013-07-19","Environmental Molecular Systems Laboratory","United States","PNNL, Richland, WA, United States","True","False","46.3173192603,-119.280109406","2","0","0","0","0","0","2","0"
"2013-07-19","Erasmus MC, Genetic Laboratory","Netherlands","Rotterdam, Netherlands","True","True","51.9108407687,4.47006225586","2","0","0","2","0","0","0","0"
"2013-07-19","ErasmusMC","Netherlands","Zuid-Holland, Netherlands","True","True","51.9109201904,4.46989059448","3","0","0","2","1","0","0","0"
"2013-07-19","ERIBA Sequencing Centre","Netherlands","Groningen, Netherlands","True","False","53.224124126,6.57115459442","1","0","0","1","0","0","0","0"
"2013-07-19","Estación Biológica de Doñana","Spain","Sevilla, Spain","True","None","37.4114824466,-6.00583076477","1","1","0","0","0","0","0","0"
"2013-07-19","Estación experimental del Zaidín","Spain","Granada, Spain","True","None","37.1673103927,-3.58969688416","1","1","0","0","0","0","0","0"
"2013-07-19","Estonian University for Life Sciences","Estonia","Tartu, Estonia","False","False","58.3932784301,26.6883659363","1","0","0","0","0","0","1","0"
"2013-07-19","ETH Zürich, D-BSSE","Switzerland","Basel-Stadt, Switzerland","True","True","47.5664063963,7.60206699371","2","0","1","1","0","0","0","0"
"2013-07-19","Eureka genomics CA","United States","CA, United States","None","None","38.006747,-122.259679","1","0","1","0","0","0","0","0"
"2013-07-19","Eureka Genomics TX","United States","TX, United States","None","None","29.752605,-95.37077","1","0","1","0","0","0","0","0"
"2013-07-19","Eurofins MWG Operon","Germany","Bayern, Germany","True","True","48.0958814743,11.9596481323","6","3","0","1","1","0","0","1"
"2013-07-19","European Research Institute for the Biology of Ageing","Netherlands","Groningen, Netherlands","None","None","53.2244452853,6.57091856003","1","0","0","1","0","0","0","0"
"2013-07-19","European Zebrafish Ressource Center, KIT","Germany","Baden-Württemberg, Germany","True","None","48.9991410648,8.40179443359","1","0","0","1","0","0","0","0"
"2013-07-19","Expression Analysis, a Quintiles Company","United States","NC, United States","True","False","35.9118328946,-78.8896089792","12","0","2","4","0","4","0","2"
"2013-07-19","Faculte de Medecine de Marseille","France","Marseille, France","None","None","43.2944497455,5.40012359619","1","1","0","0","0","0","0","0"
"2013-07-19","Faculty of Biosciences and Aquaculture, Høgskolen i Bodø, 8049 BODØ ","Norway","Nordland, Norway","False","False","67.2893714395,14.5604038239","1","0","0","0","0","0","1","0"
"2013-07-19","Fasteris","Switzerland","Genève, Switzerland","True","None","46.170559,6.108398","3","0","0","2","1","0","0","0"
"2013-07-19","febit","Germany","Baden-Württemberg, Germany","True","True","49.4214932989,8.67445170879","2","0","0","0","0","0","2","0"
"2013-07-19","Federal University of Parana - Biochemistry and Molecular Biology Department","Brazil","Paraná, Brazil","True","False","-25.4467429586,-49.2324078083","3","0","0","0","1","1","1","0"
"2013-07-19","FEM","Italy","Trentino-Alto Adige, Italy","False","True","46.191484671,11.1354804039","1","1","0","0","0","0","0","0"
"2013-07-19","FHCUV-INCLIVA","Spain","Comunidad Valenciana, Spain","True","False","39.4789368154,-0.362248420715","2","1","1","0","0","0","0","0"
"2013-07-19","FIMM","Finland","Etelä-Suomi, Finland","True","True","60.1907640881,24.903806448","3","0","2","1","0","0","0","0"
"2013-07-19","Finnish Microarray and Sequencing Centre","Finland","Turku, Finland","True","None","60.449218,22.293084","1","0","0","0","0","0","1","0"
"2013-07-19","Fiocruz-Minas","Brazil","MG, Brazil","True","False","-19.9208049318,-43.9539813995","5","0","0","0","1","2","2","0"
"2013-07-19","Fondazione Filarete","Italy","Lombardia, Italy","None","None","45.4387548386,9.20364618301","1","0","1","0","0","0","0","0"
"2013-07-19","Food and Environment Research Agency","United Kingdom","North Yorkshire, United Kingdom","True","False","54.0182708504,-0.968882559682","1","1","0","0","0","0","0","0"
"2013-07-19","Fred Hutchinson Cancer Research Center","United States","WA, United States","True","None","47.6284740246,-122.33038187","1","0","1","0","0","0","0","0"
"2013-07-19","Frederick National Laboratories for Cancer Research, Frederick","United States","MD, United States","None","None","39.4363918685,-77.4348163605","5","0","2","2","0","0","0","1"
"2013-07-19","Fritz Lipmann Institute","Germany","Thüringen, Germany","None","None","50.904115,11.563797","3","1","2","0","0","0","0","0"
"2013-07-19","Fu Wai Hospital","China","Beijing, China","True","True","39.9243504796,116.35243535","1","0","0","1","0","0","0","0"
"2013-07-19","Functional Genomics Center","Italy","Veneto, Italy","True","True","45.403662912,10.9980010986","1","0","0","1","0","0","0","0"
"2013-07-19","Functional Genomics Center Zurich","Switzerland","Zürich, Switzerland","True","False","47.398001,8.544273","8","1","0","2","1","1","1","1"
"2013-07-19","Functional Genomics Core IRB Barcelona","Spain","Baldiri Reixac 10, 08028 Barcelona, Spain","True","False","41.3821379041,2.11840867996","1","0","1","0","0","0","0","0"
"2013-07-19","Fundacion Publica Galega de Medicina Xenomica","Spain","Santiago de Compostela, Spain","None","None","42.8690448062,-8.56538772583","2","0","0","0","0","1","1","0"
"2013-07-19","Fundación Jiménez Díaz","Spain","Madrid, Spain","True","True","40.4388471701,-3.71904373169","1","1","0","0","0","0","0","0"
"2013-07-19","FuWai Hospital","China","Beijing, China","True","None","39.9243972756,116.352421939","1","0","0","1","0","0","0","0"
"2013-07-19","Gachon University of Medicine and Science","South Korea","경기도, South Korea","None","None","37.4446080249,126.733474731","3","0","1","0","0","0","2","0"
"2013-07-19","GANIT Labs","India","Karnataka, India","True","True","12.8442724252,77.6583194733","3","0","1","0","0","1","1","0"
"2013-07-19","GATC Biotech","Germany","Baden-Württemberg, Germany","True","True","47.671066,9.154515","6","2","0","3","0","0","0","1"
"2013-07-19","Gene Expression & Genomics Unit, NIA IRP","United States","MD, United States","True","True","39.2923948844,-76.5502023697","1","0","1","0","0","0","0","0"
"2013-07-19","Genecenter of the LMU","Germany","Bavaria, Germany","None","False","48.1124189025,11.4649361372","1","0","1","0","0","0","0","0"
"2013-07-19","Genetic Resources Core Facility (GRCF) - Johns Hopkins University","United States","MD, United States","True","None","39.2779788604,-76.5781188011","3","0","0","2","0","0","0","1"
"2013-07-19","GeneWorks","Australia","SA, Australia","True","True","-34.905572,138.570256","2","0","2","0","0","0","0","0"
"2013-07-19","GenoLim","France","Limoges, France","None","None","45.8287992519,1.25244140625","1","0","0","0","0","1","0","0"
"2013-07-19","GENOMAX: Sequencing platform of University of Strasbourg","France","Strasbourg, France","True","None","48.5762735064,7.74786114693","1","0","0","0","0","0","1","0"
"2013-07-19","Genome Center Maastricht","Netherlands","Limburg, Netherlands","None","True","50.8354729617,5.71598052979","2","1","0","1","0","0","0","0"
"2013-07-19","Genome Institute of Singapore","Singapore","Singapore, Singapore","None","None","1.30256160078,103.792562485","11","1","6","0","0","0","4","0"
"2013-07-19","Genome sequencing facility, Institute of Genetics and Developmental Biology, CAS","China","Beijing, China","True","True","40.0051661618,116.38147831","4","1","0","1","0","2","0","0"
"2013-07-19","Genome Sequencing Laboratory, New Mexico State University","United States","NM, United States","True","False","32.2917763347,-106.759643555","1","1","0","0","0","0","0","0"
"2013-07-19","Genome Sequencing Unit Dermatology and Genetic Medicine Dundee","United Kingdom","Dundee City, United Kingdom","None","None","56.4575229164,-2.98712253571","2","0","0","1","1","0","0","0"
"2013-07-19","Genome Technology Access Center, GTAC","United States","MO, United States","True","None","38.6364500905,-90.2530288696","5","0","0","4","1","0","0","0"
"2013-07-19","Genomic Department of the LS&E Infrastructure Unit, Technion Univ. Israel","Israel","Israel, Israel","None","None","32.782656376,35.0226974487","1","0","1","0","0","0","0","0"
"2013-07-19","Genomic Medicine Institute (GMI) at Seoul National University College of Medicine","South Korea",", South Korea","None","None","37.568528,126.978607","10","0","10","0","0","0","0","0"
"2013-07-19","Genomic Sciences Laboratory, NC State University","United States","NC, United States","True","False","35.7811865985,-78.6485824501","3","1","0","0","1","1","0","0"
"2013-07-19","Genomic Technologies","Israel","Weizmann Inst of Science, Rehovot, Israel","True","None","31.9084741625,34.8098266125","1","0","0","1","0","0","0","0"
"2013-07-19","Genomic Technologies Facility","United States","IA, United States","True","True","42.0324224805,-93.6507359147","1","0","0","0","0","1","0","0"
"2013-07-19","Genomics & Proteomics Core Facility, University of Pittsburgh","United States","PA, United States","None","None","40.438324563,-79.9616718292","2","1","0","0","0","0","1","0"
"2013-07-19","Genomics & Transcriptomics Labor (GTL) und Biologisch-Medizinisches Forschungszentrum (BMFZ)","Germany","Universitätsstraße 1, 40225 Düsseldorf, Germany , Germany","True","False","51.230967757,6.767578125","3","0","0","1","0","1","1","0"
"2013-07-19","Genomics BioSci&Tech","Taiwan","台北市, Taiwan","None","None","25.0650752049,121.654701233","4","1","0","0","0","2","1","0"
"2013-07-19","Genomics Core Facility","United States","TX, United States","True","None","32.7329961161,-97.0903015137","1","1","0","0","0","0","0","0"
"2013-07-19","Genomics Core Facility Universitat Pompeu Fabra","Spain","Barcelona, Spain","True","True","41.3856959201,2.19572067261","2","1","0","0","1","0","0","0"
"2013-07-19","Genomics Core Facility, Pennington Biomedical Research Center","United States","Baton Rouge, LA, United States","True","False","30.4033422997,-91.122751236","1","0","0","0","0","0","1","0"
"2013-07-19","Genomics Core Leuven","Belgium","Vlaams Gewest, Belgium","True","True","50.8649112552,4.70764160156","3","1","0","1","0","0","0","1"
"2013-07-19","Genomics Platform University of Geneva","Switzerland","Genève, Switzerland","True","None","46.1938092858,6.15121722221","1","0","1","0","0","0","0","0"
"2013-07-19","Genomnia srl","Italy","Lombardia, Italy","None","None","45.56791,9.028015","2","0","0","0","0","0","2","0"
"2013-07-19","Genoptix Medical Laboratory, A Novartis Company ","United States","CA, United States","True","False","33.1327356872,-117.283945084","13","0","0","0","9","4","0","0"
"2013-07-19","Genoscreen","France","Lille, France","None","None","50.6281902413,3.07376861572","1","1","0","0","0","0","0","0"
"2013-07-19","Genoscreen","France","Lille, France","True","True","50.6285577553,3.05419921875","3","1","0","1","1","0","0","0"
"2013-07-19","Genoscreen","France","Lille, France","True","True","50.6181029049,3.04321289062","3","1","0","1","1","0","0","0"
"2013-07-19","GenoSeq","United States","Los Angeles, CA, United States","True","False","34.0672984891,-118.444795758","2","1","0","0","1","0","0","0"
"2013-07-19","Genotypic Technology Pvt Ltd","India","Bangalore, Karnataka, India","True","True","13.028673,77.574871","4","0","2","0","0","1","1","0"
"2013-07-19","GenXPro","Germany","Hessen, Germany","None","None","50.1752,8.6315","1","1","0","0","0","0","0","0"
"2013-07-19","Genyo","Spain","Granada, Spain","True","True","37.1460874595,-3.6012840271","1","0","0","0","0","0","1","0"
"2013-07-19","GenômicaDF","Brazil","DF, Brazil","True","True","-15.7427755313,-47.9032659531","2","1","1","0","0","0","0","0"
"2013-07-19","Geoffrey Beene Translational Oncology Core Facility (MSKCC)","United States","NY, United States","True","False","40.7652745762,-73.9565491676","1","0","0","0","1","0","0","0"
"2013-07-19","Geoffrey Beene Translational Oncology Core Facility (MSKCC)","United States","NY, United States","True","False","40.7652745762,-73.9565491676","1","0","0","0","1","0","0","0"
"2013-07-19","Georgia Genomics Facility","United States","Athens,GA, United States","True","False","33.9311119299,-83.3656311035","1","1","0","0","0","0","0","0"
"2013-07-19","ggttsos","Denmark","Hovedstaden, Denmark","True","True","55.6986429098,12.5586390495","10","0","0","10","0","0","0","0"
"2013-07-19","GIGA","Belgium","Région Wallonne, Belgium","True","None","50.5732895408,5.5674290657","2","1","1","0","0","0","0","0"
"2013-07-19","Glasgow Polyomics","United Kingdom","University of Glasgow, Glasgow, United Kingdom","True","False","55.8726143055,-4.29256439209","1","0","1","0","0","0","0","0"
"2013-07-19","Goettingen Genomics Laboratory (G2L)","Germany","Lower Saxony, Germany","None","None","51.5588034288,9.95215415955","1","1","0","0","0","0","0","0"
"2013-07-19","Graduate School of Frontier Sciences, University of Tokyo","Japan","Tokyo, Japan","None","None","35.7130505323,139.763259888","1","0","0","0","0","0","0","1"
"2013-07-19","Greehey Childrens Cancer Institute","United States","TX, United States","True","False","29.5114794169,-98.5779190063","1","0","0","1","0","0","0","0"
"2013-07-19","Greenwood Genetics Cneter","United States","SC, United States","True","False","34.1947654866,-82.1640014648","1","0","0","0","0","0","1","0"
"2013-07-19","Guilherme Oliveira","Brazil","Belo Horizonte, MG, Brazil","True","False","-19.9212891009,-43.9523506165","4","0","0","0","0","2","2","0"
"2013-07-19","Hannover Medical School","Germany","Hannover, Germany","False","None","52.3843618953,9.80113506317","1","1","0","0","0","0","0","0"
"2013-07-19","Hannover Medical School","Germany","Niedersachsen, Germany","None","False","52.3838249177,9.80418205261","2","1","0","0","0","0","1","0"
"2013-07-19","Harvard Bauer Core","United States","MA, United States","None","False","42.3797239593,-71.1152529716","2","0","2","0","0","0","0","0"
"2013-07-19","Harvard Medical School Biopolymers Facility","United States","MA, United States","True","False","42.338609768,-71.1024856567","3","0","0","2","1","0","0","0"
"2013-07-19","Harvard Wyss Institute","United States","MA, United States","False","False","42.3389388835,-71.1037248373","4","0","0","0","0","0","0","0"
"2013-07-19","Harvard-Partners Center for Personalized Genomic Medicine","United States","MA, United States","True","None","42.3599392298,-71.0994386673","2","0","1","1","0","0","0","0"
"2013-07-19","Health Protection Agency","United Kingdom","Greater London, United Kingdom","False","None","51.5953349724,-0.25425195694","1","1","0","0","0","0","0","0"
"2013-07-19","Heinrich-Pette-Institute, Leibniz Institute for Experimental Virology","Germany","Hamburg, Germany","None","None","53.5938006413,9.97304320335","3","0","1","1","1","0","0","0"
"2013-07-19","Helixxa Importação Exportação e Serviços Genômicos Ltda","Brazil","Campinas - SP, Brazil","True","True","-22.8511836591,-47.1500587463","1","1","0","0","0","0","0","0"
"2013-07-19","Helmholtz Centre for Environmental Research","Germany","Sachsen, Germany","False","False","51.3540952161,12.4291419983","1","0","0","1","0","0","0","0"
"2013-07-19","Helmholtz Zentrum Munich GAC","Germany","Bavaria, Germany","None","True","48.2246726496,11.5909194946","4","1","0","3","0","0","0","0"
"2013-07-19","Helmholtz-Zentrum für Infektionsforschung ","Germany","Niedersachsen, Germany","True","True","52.2132868106,10.5283355713","2","0","2","0","0","0","0","0"
"2013-07-19","Helse Sør-Øst/University of Oslo Genomics Core Facility","Norway","Oslo, Norway","True","False","59.9304712584,10.6632345915","3","0","1","1","1","0","0","0"
"2013-07-19","High Throughput Sequencing Facility","United States","NC, United States","None","None","35.9014439099,-79.0541249514","2","0","0","0","1","1","0","0"
"2013-07-19","High-throughput Genome Analysis Core (HGAC), University of Chicago","United States","IL, United States","None","None","41.7914887156,-87.6033496857","2","1","1","0","0","0","0","0"
"2013-07-19","HIR Universiti Malaya","Malaysia","Federal Territory of Kuala Lumpur, Malaysia","None","None","3.12431834099,101.653103828","1","0","0","0","1","0","0","0"
"2013-07-19","Hokkaido System Science Co.,Ltd.","Japan","北海道, Japan","True","False","43.1208614913,141.289721131","3","1","1","1","0","0","0","0"
"2013-07-19","Hospital Israelita Albert Einstein","Brazil","São Paulo, Brazil","True","False","-23.5996804344,-46.7151546478","1","0","0","0","0","0","1","0"
"2013-07-19","HOSPITAL UNIVERSITARIO SAN CECILIO","Spain","Andalucía, Spain","None","None","37.1878435937,-3.60561847687","1","1","0","0","0","0","0","0"
"2013-07-19","House Ear Institute","United States","CA, United States","None","None","34.0628990351,-118.274173737","1","0","0","0","0","0","1","0"
"2013-07-19","hsykvllrfk","United Kingdom","QLD, United Kingdom","True","True","-27.499412,153.012664","12","1","2","5","0","4","0","0"
"2013-07-19","Hubrecht Institute","Netherlands","Utrecht, Netherlands","False","False","52.08952714,5.17730712891","7","1","0","0","0","2","4","0"
"2013-07-19","HudsonAlpha Institute for Biotechnology","United States","AL, United States","True","False","34.7253890792,-86.6907119751","17","1","4","9","1","1","1","0"
"2013-07-19","HuGeF - Human Genetics Foundation","Italy","Piemonte, Italy","None","False","45.0501038336,7.67399311066","1","0","0","1","0","0","0","0"
"2013-07-19","HUKM","Malaysia","Kuala Lumpur Wilayah Persekutuan, Malaysia","False","False","3.09811428831,101.725416183","1","0","0","0","0","0","1","0"
"2013-07-19","Human Genome Sequencing Centre, Baylor College of Medicine","United States","TX, United States","None","True","29.7104940395,-95.3958320618","32","2","0","15","1","4","5","1"
"2013-07-19","Huntsman Cancer Institute Genomic Analysis Core Facility","United States","Salt Lake City, United States","True","False","40.7733,-111.8351","2","0","1","1","0","0","0","0"
"2013-07-19","Hussman Institute for Human Genomics","United States","Miami, Florida, United States","True","True","25.794790919,-80.208864212","7","0","1","4","0","0","2","0"
"2013-07-19","IBBL","Luxembourg","Luxembourg, Luxembourg","None","True","49.6035905243,6.13037109375","2","0","0","0","0","0","2","0"
"2013-07-19","IBEST Genomics Resources Core","United States","ID, United States","True","None","46.7270361426,-117.010316849","2","1","0","0","1","0","0","0"
"2013-07-19","IBL","France","LILLE, France","None","None","50.6278227246,3.07389736176","1","1","0","0","0","0","0","0"
"2013-07-19","IBMS, Academia Sinica","Taiwan","Taipei, Taiwan","True","False","25.0370828104,121.635475159","2","1","0","1","0","0","0","0"
"2013-07-19","ICR","United Kingdom","Greater London, United Kingdom","None","None","51.489774,-0.175095","1","0","1","0","0","0","0","0"
"2013-07-19","IFOM-IEO Campus","Italy","Lombardia, Italy","False","False","45.442233,9.203217","2","0","1","1","0","0","0","0"
"2013-07-19","IGA","Italy","Friuli Venezia Giulia, Italy","None","None","46.0732306254,13.2055664062","3","0","2","1","0","0","0","0"
"2013-07-19","IGA Technology Services","Italy","Friuli-Venezia Giulia, Italy","True","True","46.016098344,13.2660770416","4","0","1","2","1","0","0","0"
"2013-07-19","IGA Technology Services Srl","Italy","Friuli Venezia Giulia, Italy","True","True","46.0148466111,13.2670211792","3","0","2","1","0","0","0","0"
"2013-07-19","IGBMC microarray and sequencing platform","France","illkirch, CU strasbourg, France","True","False","48.531157011,7.71789550781","1","0","0","1","0","0","0","0"
"2013-07-19","IGIB Extension  Center at Naraina","India","Delhi, India","None","None","28.634027476,77.1350097656","1","0","1","0","0","0","0","0"
"2013-07-19","IGP Uppsala University","Sweden","Uppsala, Sweden","True","True","59.845634,17.640309","2","0","0","0","0","0","2","0"
"2013-07-19","IKMB - Institute of Clinical Molecular Biology","Germany","Schleswig-Holstein, Germany","None","None","54.3292191792,10.1426875591","6","1","0","3","0","0","2","0"
"2013-07-19","Illumina","United States","CA, United States","None","None","32.889678,-117.214508","1","0","1","0","0","0","0","0"
"2013-07-19","Illumina (formerly Solexa HQ)","United Kingdom","Essex, United Kingdom","None","None","52.059668,0.23243","1","0","1","0","0","0","0","0"
"2013-07-19","IMAXIO","France","Auvergne, France","True","None","45.8506843919,3.18225860596","1","0","1","0","0","0","0","0"
"2013-07-19","IMBB-FORTH","Greece","Crete, Greece","True","None","35.304899207,25.0721096992","1","0","0","0","0","1","0","0"
"2013-07-19","IMGM Laboratories GmbH","Germany","Martinsried | Munich, Germany","True","None","48.1123598049,11.4522600174","2","2","0","0","0","0","0","0"
"2013-07-19","Imperial College London","United Kingdom","London, United Kingdom","False","False","51.518143516,-0.233201980591","1","0","0","0","0","1","0","0"
"2013-07-19","IMPLAD","China","北京市, China","None","None","40.033595016,116.286334991","1","0","0","0","0","0","0","1"
"2013-07-19","IMPPC","Spain","Badalona, Spain","True","False","41.4846626306,2.23880767822","3","1","0","1","0","1","0","0"
"2013-07-19","INDEAR-CONICET","Argentina","Rosario, Argentina","True","True","-32.9699315831,-60.623588562","2","1","0","1","0","0","0","0"
"2013-07-19","Indian Institite Of Chemical Biology","India","West Bengal, India","True","False","22.1874049914,88.681640625","5","0","1","0","0","3","1","0"
"2013-07-19","Indian Institute of Science, Education & Research, Pune ","India","Maharashtra, India","False","True","18.1667304102,73.9599609375","1","0","0","0","0","1","0","0"
"2013-07-19","Indiana University (Bloomington)","United States","IN, United States","True","False","39.164141,-86.52832","2","1","1","0","0","0","0","0"
"2013-07-19","Infectious Disease Research Center, Colorado State","United States","CO, United States","None","None","40.5705450046,-105.079507828","1","0","0","0","0","0","1","0"
"2013-07-19","INMEGEN","Mexico","D.f., Mexico","None","None","19.394068,-99.09668","1","0","0","0","0","0","1","0"
"2013-07-19","Inqaba Biotec","South Africa","Gauteng, Pretoria, Muckleneuk, South Africa","True","None","-25.7603197547,28.212890625","2","2","0","0","0","0","0","0"
"2013-07-19","INRA Jouy en Josas","France","Ile-de-France, France","None","True","48.7637988869,2.16821193695","2","0","0","0","0","0","2","0"
"2013-07-19","Inserm_UMRS-910","France","Provence-Alpes-Côte d'Azur, France","False","False","43.2981978863,5.38879394531","1","0","0","0","0","1","0","0"
"2013-07-19","Inserm_UMRS-910","France","Provence-Alpes-Côte d'Azur, France","False","False","43.2981978863,5.38879394531","2","1","0","0","0","1","0","0"
"2013-07-19","INSP","Mexico","Mo, Mexico","None","None","18.97718511,-99.2461814582","1","1","0","0","0","0","0","0"
"2013-07-19","Institut Curie","France","Ile-de-France, France","None","False","48.8439886271,2.34442234039","1","0","0","0","0","0","1","0"
"2013-07-19","Institut de Biologie Intégrative et des Systèmes - U. Laval","Canada","QC, Canada","True","None","46.7794324597,-71.2784385681","2","2","0","0","0","0","0","0"
"2013-07-19","Institut Pasteur","France","Ile-de-France, France","True","None","48.8411642389,2.30978965759","1","0","1","0","0","0","0","0"
"2013-07-19","Institut Pasteur de Montevideo","Uruguay","Montevideo, Uruguay","True","True","-34.8949424474,-56.1840820312","1","0","1","0","0","0","0","0"
"2013-07-19","Institut Pharmacologie Moléculaire Cellulaire","France","Sophia Antipolis, France","True","False","43.6185783773,7.05296516418","1","0","0","0","0","0","1","0"
"2013-07-19","Institut pour la Recherche sur le Cancer de Lille","France","Lille, France","True","None","50.6132558577,3.03565979004","2","0","0","0","0","1","1","0"
"2013-07-19","Institut Universitaire d'Hématologie","France","Île-de-France, France","True","True","48.8744505583,2.36634202302","2","0","0","1","1","0","0","0"
"2013-07-19","Institute for Biomedical Technologies - CNR","Italy","Puglia, Italy","False","False","41.1110461089,16.8837547302","1","1","0","0","0","0","0","0"
"2013-07-19","Institute for Chemical Biology and Fundamental Medicine SB RAS","Russia","Новосибирская область, Russia","True","False","54.8506543588,83.1035470963","4","1","0","0","1","0","2","0"
"2013-07-19","Institute for Genome Sciences, University of Maryland","United States","MD, United States","True","True","39.2886176084,-76.6291698216","5","2","1","1","0","0","0","1"
"2013-07-19","Institute for Immunology and Infectious Diseases","Australia","Perth, Australia","False","False","-32.0715200064,115.838470459","1","1","0","0","0","0","0","0"
"2013-07-19","Institute for Molecular Bioscience University of Queensland","Australia","QLD, Australia","False","False","-27.496547227,153.009681702","12","0","0","0","0","1","11","0"
"2013-07-19","Institute for Plant Genomics, Human Biotechnology and Bioenergy (BAYGEN)","Hungary","Csongrád, Hungary","None","None","46.2445438139,20.1661616564","1","0","0","0","0","0","1","0"
"2013-07-19","Institute for Sustainable Agriculture, CSIC","Spain","Córdoba, Spain","True","None","37.8596078945,-4.79716300964","1","1","0","0","0","0","0","0"
"2013-07-19","Institute for Systems Biology","United States","WA, United States","False","False","47.6488240359,-122.342076302","2","0","2","0","0","0","0","0"
"2013-07-19","Institute of Biology and Genetics, Department of Molecular and Translational Medicine ","Italy","Lombardy, Italy","False","False","45.5616602223,10.2320480347","1","0","0","0","0","1","0","0"
"2013-07-19","Institute of Biology and Genetics, Department of Molecular and Translational Medicine ","Italy","Lombardy, Italy","False","False","45.5616602223,10.2320480347","1","0","0","0","0","1","0","0"
"2013-07-19","Institute of Biomembranes and Bioenergetics","Italy","Apulia, Italy","True","True","41.1065191939,16.882724762","1","0","0","0","1","0","0","0"
"2013-07-19","Institute of Biotechnolgy - University of Helsinki","Finland","Etelä-Suomi, Finland","True","None","60.226457,25.01353","2","1","0","0","0","0","1","0"
"2013-07-19","Institute of Genetics and Biotechnology University of Warsaw","Poland","Masovian Voivodeship, Poland","False","False","52.2070543985,20.9792947769","1","0","0","0","1","0","0","0"
